gene,score
MYH1,2.0348848198980713e-05
KCNRG,2.034594595063396e-05
TIMM13,2.0345587107133403e-05
CYP1B1,2.0342641637455742e-05
MUL1,2.033399252941995e-05
FABP7,2.0328564370729237e-05
PPM1D,2.030930517637422e-05
WNT1,2.0305273256721693e-05
PTMA,2.0297054643397648e-05
MRI1,2.0294018391943163e-05
CDK8,2.0292406352734384e-05
IFI44L,2.0292132235557355e-05
H2AC13,2.029138976534046e-05
CD226,2.0287789630625508e-05
FZR1,2.027939093147553e-05
CUL4B,2.0254941153013148e-05
NOB1,2.024114176541366e-05
CALCOCO2,2.0235417205074794e-05
PIK3C2A,2.022863900941796e-05
NCF1,2.0221801402156647e-05
AZIN1,2.0221608556784722e-05
RAP1A,2.020580844796946e-05
CLDN1,2.020061934924901e-05
NDUFA3,2.0200295407522764e-05
SF3A3,2.019840897836302e-05
RPF1,2.019757530762046e-05
LALBA,2.0194989780063282e-05
MPST,2.0189462356030594e-05
NDUFB1,2.017117223281715e-05
NFX1,2.0170413741629314e-05
POLD1,2.0158631559632705e-05
KCNA10,2.01330917398912e-05
NT5DC3,2.0130456661510573e-05
GTF2B,2.0129297726984993e-05
RANBP1,2.0129107996526117e-05
RACGAP1,2.0128273196950164e-05
CYLD,2.01177055037399e-05
DHDDS,2.0106500514322303e-05
MAN1B1,2.008768487595972e-05
UBQLN3,2.0087238730532998e-05
MITF,2.0086449681697176e-05
AIMP2,2.0085630773579007e-05
RNASEL,2.0082010925956295e-05
CHMP6,2.0076158442877175e-05
TOP3A,2.0067578674448843e-05
WDR77,2.0065003181579134e-05
UTP18,2.006493583804647e-05
LIN28A,2.0055728652883758e-05
ATP1A2,2.004922166802823e-05
MVD,2.0047926628704546e-05
DCAF12,2.003256983390966e-05
PPP4C,2.00190395804905e-05
FLOT1,2.0016390931926756e-05
ZNF586,2.0016179647671142e-05
DNAJC19,2.001197379939025e-05
TRIM25,1.999725257015277e-05
CYP51A1,1.999202427175125e-05
ALG12,1.9983465742720962e-05
BLM,1.9982286952094447e-05
ITGB4,1.9980332238033195e-05
CSNK2A2,1.997970056733212e-05
ANXA8,1.9979433347929084e-05
RRP8,1.997651422485974e-05
NR4A1,1.9951953468592737e-05
DNAJC9,1.994684332331693e-05
UTP6,1.9942845071075678e-05
ABCG8,1.9939876903301203e-05
CHMP4C,1.993200100523246e-05
KIF2C,1.9923789750228334e-05
GNGT2,1.9913130586514886e-05
NT5C3B,1.9896081956748355e-05
HAS2,1.9894902193620412e-05
RAPGEF1,1.989060894702157e-05
SPTLC1,1.9877890153623327e-05
DNAJB2,1.9869319851906167e-05
TNKS2,1.9867222934815344e-05
MYO1C,1.9859146291700095e-05
RYR2,1.985439477483288e-05
PSMB11,1.9853822037750896e-05
TRMT61B,1.9853680044550458e-05
VEGFC,1.9851960610688698e-05
BLVRA,1.9846114244336375e-05
CASP2,1.984588948759791e-05
SPN,1.9834804007515143e-05
ACSBG2,1.9831590154383174e-05
DYNC1I1,1.9826965761696295e-05
DHCR7,1.9825988037848648e-05
DNAJC7,1.9824056261255012e-05
CORO1C,1.981019635833163e-05
ZC3H15,1.9809479506880345e-05
EXOSC7,1.980695519863847e-05
CD48,1.980373190701615e-05
ADCY3,1.9787440364920455e-05
ATG13,1.9775613765054794e-05
CXCR3,1.9773004709828317e-05
H3C2,1.9770519602261664e-05
NACA2,1.976696688530904e-05
WDR74,1.976256615658984e-05
IFRD1,1.975992177740723e-05
RHOB,1.975742484383445e-05
GNL1,1.975368124650844e-05
SMO,1.9753265043975142e-05
CIAPIN1,1.9753201013873294e-05
PLEKHA7,1.9731788474995504e-05
ATP6V0D1,1.9731324360053957e-05
DUSP1,1.973025780919203e-05
FCER1G,1.9721303224501182e-05
POLE2,1.9720086532250096e-05
MAPRE2,1.9718716874242507e-05
PDE3B,1.9715163447903233e-05
METTL14,1.970573597129078e-05
TIMM8B,1.9705605747162278e-05
HTATIP2,1.9697000152345138e-05
CYB5A,1.9695477916732864e-05
NRF1,1.9695312988367693e-05
UTP14A,1.969436784796927e-05
PPY,1.9684198506367807e-05
GRIA2,1.96794794153548e-05
MED10,1.966986903251409e-05
CYB5RL,1.9669782733194162e-05
CARNS1,1.96686446038385e-05
SMARCA1,1.9667439590032584e-05
S100A1,1.965900518640538e-05
PIKFYVE,1.9641757285922708e-05
APCS,1.9640889150632667e-05
PACRG,1.964067204088225e-05
RCC1,1.963333049231394e-05
PUS1,1.961785066773522e-05
VANGL1,1.9610992923313804e-05
TIAL1,1.9605266810137453e-05
SRP14,1.9604329985077997e-05
IL1R1,1.9602466105741043e-05
CASQ1,1.960069321648714e-05
WDR75,1.958760121490382e-05
WEE1,1.958177729112138e-05
PARVB,1.9578672026528214e-05
SLC2A9,1.9572048312280996e-05
SLC25A13,1.9570919307651373e-05
TLR1,1.9566727646927225e-05
MED15,1.956664169617167e-05
NTHL1,1.9556817386062417e-05
MED13,1.955354970088981e-05
SLC1A1,1.954894404473934e-05
ADCY8,1.9548664864686177e-05
PTH,1.9548528093484673e-05
TNFSF10,1.9541201754382984e-05
CYP2C19,1.953603344125747e-05
TICAM1,1.95342442954179e-05
NUP50,1.9520212588582242e-05
GTSE1,1.9518943975241868e-05
NUDT15,1.951826177695499e-05
DIAPH1,1.9510225045802683e-05
SIRT7,1.950212535884445e-05
TMOD4,1.9499146237447787e-05
PTTG1,1.9496495371858572e-05
MED31,1.9493031092009133e-05
PRDM16,1.9482440686030007e-05
HTD2,1.94821253741767e-05
RC3H1,1.9479785897527493e-05
FUBP1,1.9477693537316372e-05
GADD45A,1.947117172023882e-05
ABCC1,1.9469805233903623e-05
NR0B1,1.9466582781915045e-05
DECR2,1.946584644364246e-05
HGD,1.9448287408367167e-05
WDR46,1.94465541220591e-05
CHMP4B,1.9440483538551657e-05
ARHGEF2,1.9434016702993383e-05
IFRD2,1.9432214119120173e-05
ATP6V0A4,1.9424540521877117e-05
MXI1,1.9423830418489378e-05
UBXN7,1.941910998987654e-05
MLLT3,1.9414448237562407e-05
GNG12,1.9413879563661842e-05
C6,1.941360412963155e-05
CSNK1A1,1.94117279233331e-05
SPAST,1.9405930476023272e-05
CYP2D6,1.939782817901153e-05
TNKS,1.939736291311913e-05
DMTN,1.9385635111104507e-05
OPRM1,1.9379966728972822e-05
ACTBL2,1.9373713351041756e-05
COQ6,1.936693858120188e-05
SPOP,1.935885188874819e-05
GNMT,1.935814980831275e-05
PSMF1,1.9341994652206027e-05
MAK16,1.9338815426179938e-05
GSPT2,1.9333395652056673e-05
MYH3,1.9332829165157623e-05
PLK4,1.932067814168672e-05
SQOR,1.9317970423904708e-05
COPB1,1.9307858286432614e-05
TAGLN3,1.9306156455217625e-05
EOMES,1.929597247102493e-05
SIRPA,1.9294566368680137e-05
POLR1D,1.929262450476567e-05
ARPC3,1.9284436397787336e-05
WWP1,1.927717327600092e-05
SRFBP1,1.9277011784628664e-05
PRTFDC1,1.926942881867323e-05
PPP5C,1.9267160418052997e-05
CD79A,1.9264138945066546e-05
EXOSC5,1.926019654529464e-05
GSS,1.9256532847321533e-05
GSTA5,1.924787298305543e-05
MLX,1.9224854212146653e-05
BRD2,1.9210336511505992e-05
ANGPT1,1.920800191971496e-05
GPAT3,1.91971015327709e-05
CYP26A1,1.919703027240549e-05
TGFB3,1.91961203834482e-05
COL2A1,1.919115973015985e-05
DHRS11,1.9184859140220634e-05
CDC16,1.917764403135287e-05
MAP3K4,1.9172254360660544e-05
TIMM17B,1.9164058375470647e-05
CHCHD10,1.9161139955219053e-05
IPO5,1.915902039059495e-05
MSTN,1.91517645814249e-05
DDX39A,1.9150283861697024e-05
NMRK1,1.9140903763372797e-05
EIF3J,1.913688075137473e-05
VAPA,1.91340948709223e-05
NOA1,1.912206220855258e-05
LGR5,1.911880046465647e-05
NUP88,1.9113924183892502e-05
NMRAL1,1.9107383684075443e-05
FGGY,1.9106513536022276e-05
STX17,1.9097732128081386e-05
HNRNPA3,1.908422610506581e-05
PSME4,1.9064614145807806e-05
UROD,1.9059861399591496e-05
PYY,1.90537910611803e-05
ESCO1,1.9052533686524156e-05
ATG14,1.9050848593840375e-05
GNG4,1.9047569031489015e-05
BMP7,1.9045420040149118e-05
SDCBP,1.9025614388425076e-05
SNRPB,1.901862037000571e-05
SRP19,1.9014222892039997e-05
USP30,1.901326953887619e-05
PPP3CA,1.9007267985894248e-05
KISS1,1.8994996279192105e-05
EPS15,1.8990728590367305e-05
UTP15,1.896993576130408e-05
ACOXL,1.896670088620971e-05
MPHOSPH10,1.8965575022019965e-05
REC114,1.896452332647229e-05
PTPN6,1.894802300656005e-05
IGFBP1,1.8940340235587223e-05
CIDEA,1.8937328561062023e-05
RHOT1,1.893176958766951e-05
BMX,1.8930352708543517e-05
SF3A1,1.8915192759915876e-05
METTL1,1.889619189425211e-05
TUBG1,1.8895161413575195e-05
KLRD1,1.888435105897539e-05
FKBP1B,1.887695072150603e-05
THNSL2,1.887162664120933e-05
CLGN,1.887085327706034e-05
MAPK6,1.884062937826156e-05
CBX4,1.8838468218849846e-05
BUB3,1.881565814216234e-05
COQ9,1.881458902529049e-05
MAP2K3,1.8811574340484236e-05
SMARCD3,1.881064254229558e-05
NUP35,1.8804992387587144e-05
USP8,1.880165837831516e-05
GLI3,1.8799367274429193e-05
GIP,1.879919441187577e-05
IL22,1.878968440846861e-05
ITGA3,1.877248114010228e-05
CD3E,1.877142457604299e-05
CCR1,1.87597396558074e-05
PIK3R4,1.875599962736617e-05
IQCB1,1.8754134668797232e-05
SENP3,1.875173951359368e-05
TP63,1.874473006708842e-05
PAX8,1.8741833626332283e-05
DDX47,1.873722839731285e-05
TCF7,1.8732594946281462e-05
AADAT,1.873076013688058e-05
DDX55,1.8714964001555045e-05
NPLOC4,1.8712056312867523e-05
STX1A,1.871012878577405e-05
USF1,1.870479692569181e-05
MNT,1.8701876709466e-05
THRB,1.869797480451193e-05
CDT1,1.8680077044442807e-05
VAMP7,1.8671491797307215e-05
NRXN1,1.8668292269269857e-05
NUP37,1.865343306314324e-05
SRSF5,1.8647577026102856e-05
UBQLNL,1.864746083578942e-05
RRP12,1.8644487850357618e-05
GNG3,1.8643365568519047e-05
MRPL51,1.86397911464524e-05
AKT1S1,1.8630679632930086e-05
DYNC1LI1,1.863007915098817e-05
SF3B2,1.8629335099629127e-05
POM121C,1.861914451775119e-05
RIDA,1.8618418408750176e-05
PPP3R1,1.861334282103998e-05
CD55,1.8609865008940155e-05
IL33,1.8602809877764057e-05
SRP68,1.8600555803977856e-05
CCL20,1.859651191430201e-05
HAMP,1.8595482630608774e-05
NCOA4,1.8590398666950736e-05
ARHGEF7,1.8584997622141967e-05
AQP2,1.858106497704511e-05
ATP6V1H,1.8577694704834232e-05
PWWP4,1.8577178130592455e-05
CBX3,1.8567526194285698e-05
CCNT1,1.8565384821112163e-05
LSS,1.855980915973662e-05
MYL9,1.8559521517438517e-05
DNAJB4,1.8558340534840473e-05
IFNAR1,1.8555497078928614e-05
SDAD1,1.8547154697599363e-05
SLC6A4,1.8546568720073038e-05
STAR,1.854116547965122e-05
CYP4A11,1.85381118575688e-05
SMC2,1.8531102001955618e-05
COL4A1,1.8525933777759508e-05
PWWP3A,1.8522222779328205e-05
RFC2,1.8521916771789862e-05
PDXK,1.851632082192484e-05
LYZ,1.851556734620367e-05
IGF2BP2,1.8510001844444486e-05
PWWP3B,1.8505449902258948e-05
TBC1D4,1.850083885595203e-05
TRIP12,1.8499122470990723e-05
NOL10,1.8496359784083575e-05
DNAJC5,1.849595069289201e-05
MED26,1.849252578372051e-05
AHSP,1.849079543418971e-05
PRC1,1.8481766572039645e-05
ZC3HAV1,1.8455424473998955e-05
GNG11,1.844830606703514e-05
TXK,1.844582715138826e-05
MCAM,1.84447036008504e-05
SPR,1.8439515209559427e-05
KIAA0513,1.8425653222728845e-05
HNF1B,1.8419336244912523e-05
PER2,1.8419319950704447e-05
AGPAT1,1.8409631773189898e-05
STXBP1,1.840159695035297e-05
AREG,1.8383137723418258e-05
APOC2,1.8375561517657908e-05
FASTKD3,1.8375548252923013e-05
UTP20,1.836540773901208e-05
SETDB1,1.836221870331404e-05
TP53I13,1.8357752147990396e-05
TREM2,1.8346622181052508e-05
CTSK,1.8340627723336663e-05
FLCN,1.8335068149499752e-05
SPCS2,1.8328146929424192e-05
BCLAF1,1.8318556275722676e-05
TIMM9,1.8317576016220105e-05
ITSN1,1.8302148579864844e-05
PRKCG,1.8301960027986083e-05
EIF2AK1,1.8300592717047824e-05
ARPC2,1.830041622228673e-05
POM121,1.827964097374225e-05
H3C15,1.827601675813279e-05
AMFR,1.827487585788607e-05
ZEB2,1.8270403904696814e-05
DNAJA4,1.826538838707729e-05
DSTN,1.8263002144572583e-05
PNO1,1.8261190964190997e-05
MAF,1.825650833532622e-05
RIPK4,1.8245202280384736e-05
RCL1,1.8233138409484266e-05
EFHB,1.8231917014232716e-05
GNG5,1.8219955857481914e-05
LY96,1.8215623770750195e-05
MTA1,1.821406668729996e-05
SEC11A,1.820512711299354e-05
ATP6V1E2,1.820351560848676e-05
C1D,1.819467381136207e-05
SARS2,1.819052066881769e-05
GNG10,1.817907527320826e-05
MTIF3,1.8178824731703684e-05
PON1,1.8178529285321054e-05
DNAJC11,1.8178211484121717e-05
ERCC1,1.81767791098952e-05
ERCC6,1.8164187541670962e-05
SLC26A4,1.81612134019724e-05
TRAF1,1.8160722468072376e-05
BAD,1.8151925837718722e-05
GGNBP2,1.8150565434025377e-05
OR10W1,1.8143965047882334e-05
ACCS,1.8139795780713258e-05
TTK,1.8136289547228588e-05
ITSN2,1.812782046684225e-05
C7,1.8117787766971277e-05
PKP1,1.810955693148949e-05
NEK2,1.8103404863946844e-05
GSTM2,1.8103263154995095e-05
GNG8,1.8100540121481855e-05
USP15,1.8100504586563856e-05
TF,1.8097828858259083e-05
GSTM4,1.808975235826864e-05
MARCKS,1.8077134397195345e-05
PFDN4,1.8076523328904718e-05
ATAD3A,1.8073239353473427e-05
FUNDC1,1.8070474640660086e-05
DAPK1,1.8062517317302542e-05
DCD,1.806237015974832e-05
TAB2,1.8061269662448308e-05
TNFRSF10A,1.8060832025424777e-05
MACROH2A1,1.8060095315062392e-05
GLYR1,1.8045950001068406e-05
RBBP8,1.804317969341507e-05
BAG2,1.8042844329543392e-05
MEP1A,1.804231074816114e-05
MFF,1.8027984445604508e-05
SMURF2,1.8024269840224637e-05
SLC23A2,1.8016351984890763e-05
FABP6,1.8011929102403734e-05
FDXACB1,1.8010439299532703e-05
DPY30,1.800885576078358e-05
DDX28,1.8007389216878053e-05
NF2,1.800597520640208e-05
NMNAT1,1.7998558723871046e-05
HEXB,1.7994124258533934e-05
ASXL1,1.7986183058566285e-05
STAG2,1.7985173008612033e-05
AKR1C2,1.798257119314515e-05
PLP1,1.796789092842886e-05
NAE1,1.7966892106113385e-05
UTP14C,1.7963735305713247e-05
TRADD,1.7951103598781502e-05
GOLGA2,1.7948867996956647e-05
NDUFV3,1.7947661505459296e-05
SLC19A2,1.7944376005993464e-05
POR,1.7930464541008944e-05
SEC11C,1.7926089899645515e-05
LONP2,1.7923366388805672e-05
IGF2BP3,1.7916784672931804e-05
CTNNA1,1.7901968130699855e-05
CXCR1,1.7900895958703904e-05
TAL1,1.7896682518347275e-05
MRPS23,1.7877745870989163e-05
CARD11,1.787498704114486e-05
TNFRSF8,1.7868194319954346e-05
WDR76,1.786500918414635e-05
DCX,1.7855410393082206e-05
DCLK1,1.7852779946601154e-05
GNAO1,1.784784376635123e-05
TP73,1.784276728498433e-05
AAAS,1.783797210248124e-05
CSDE1,1.7836355554067583e-05
TGM2,1.7830172469575646e-05
NUP188,1.7819345816651113e-05
ARCN1,1.7803965693908752e-05
SLC5A5,1.7790125444003388e-05
TAF10,1.7787793305576748e-05
SORT1,1.7775815595999806e-05
MRM3,1.7764989680612993e-05
EIF1B,1.7763216845132768e-05
OBSL1,1.776250474716464e-05
ACAD11,1.775325523033474e-05
CYB5B,1.7752567121762805e-05
MGST1,1.7737947101637367e-05
TERF1,1.7732332330293363e-05
PISD,1.7731810901294497e-05
SUPT4H1,1.7728556331107034e-05
PPP2R5D,1.772478537401132e-05
ND6,1.7724466653383038e-05
NDC1,1.7720096977119003e-05
MRPS18B,1.7716077626956625e-05
SLC6A3,1.7715863603761463e-05
DDX23,1.7707347565502703e-05
KLC1,1.7692869514152607e-05
SIGMAR1,1.7682870882442588e-05
PIGR,1.7677138153723396e-05
SH2D3A,1.7675160381011913e-05
NSUN6,1.7674580382438188e-05
CYP17A1,1.7673341683833806e-05
GNAI1,1.767169902715738e-05
KCNMA1,1.7666920810654075e-05
MAPK8IP2,1.7662567783666872e-05
DNAJB14,1.766024609919265e-05
MRPS31,1.7658432450189312e-05
NBN,1.765559824372254e-05
ADAR,1.765545519432673e-05
VLDLR,1.765512790012722e-05
EML4,1.7654512521351423e-05
SCD5,1.7650350004029227e-05
CD1D,1.7642186106793867e-05
IFNA2,1.763905786808824e-05
PIN1,1.7628341122402384e-05
DERL1,1.7615131830953146e-05
FOSL1,1.7601212578657676e-05
MARK2,1.7597713587681777e-05
SLC9A3,1.759474930459669e-05
NMRK2,1.7593721947092297e-05
APC,1.758835981753541e-05
SDC4,1.7575296782508613e-05
SLC38A9,1.7563004333525032e-05
DDX10,1.7560817071607318e-05
ENY2,1.7553202827202743e-05
ARSA,1.7547905141299026e-05
DYNC1LI2,1.754724747225708e-05
CAMP,1.7545396191775817e-05
IHH,1.7541483929378185e-05
RAB10,1.7534419771792174e-05
PEMT,1.751841092829646e-05
H2AC21,1.7513180726586254e-05
GFER,1.751216999178837e-05
RNF20,1.7507977252312195e-05
GYPC,1.7507331544345794e-05
LMNB2,1.7502229804302455e-05
DNAJB7,1.7501143534810797e-05
CYP11A1,1.7496733580256443e-05
MEP1B,1.7495315302091383e-05
CBX2,1.7488852179331407e-05
AURKAIP1,1.748242180205086e-05
SAP18,1.747554427210671e-05
CHM,1.7463623971265172e-05
PDE3A,1.74630714874808e-05
CKS1B,1.745205076950777e-05
ARPC1B,1.7449747218479344e-05
HNRNPF,1.7444354450060195e-05
R3HDM4,1.7443288363634463e-05
ACAD10,1.744321148858179e-05
KYNU,1.7441604068083783e-05
SLC2A6,1.7431241191920677e-05
ATAD2,1.7428033779029046e-05
CORO1B,1.7426736548216436e-05
TRIM24,1.740440516803889e-05
GRIN2A,1.740096093540803e-05
CLDN7,1.7397330707987003e-05
SLC27A5,1.7395587900012738e-05
COL5A1,1.73924032520181e-05
MCU,1.7386105581113384e-05
THNSL1,1.7369665777552236e-05
MTRR,1.73686430310304e-05
KIFC1,1.7367595811353103e-05
LIF,1.7348913321229695e-05
FCF1,1.7347196413206e-05
IL6R,1.7343261460198784e-05
TIAM1,1.7322568893474664e-05
DLG1,1.730495660016346e-05
MAP1S,1.7301017277295113e-05
THRA,1.7299094569422824e-05
POLR1F,1.729892575042414e-05
PNRC2,1.7298068647199178e-05
PDE4A,1.7291516332158464e-05
APOA5,1.729145374628452e-05
UHRF1,1.7274947685192715e-05
KDM4A,1.726920254066746e-05
BTBD19,1.7262565197895845e-05
CLIP1,1.7255194581152087e-05
H3-3A,1.725266040800162e-05
TNFRSF25,1.7244623294160103e-05
H3C7,1.724352325217887e-05
PARD3,1.724336251579065e-05
BAG1,1.7238791782962708e-05
CD3G,1.7237446738612372e-05
TICAM2,1.723441011258152e-05
IPO7,1.7227757754459087e-05
C9orf72,1.7219711960482518e-05
FGFR4,1.7218966282868915e-05
SLC1A4,1.721697822465768e-05
MED25,1.7216883593966372e-05
DES,1.72080618482094e-05
GNAI2,1.7205260703062205e-05
ARL3,1.7204092251304865e-05
TRPV1,1.71904687794863e-05
ABI1,1.7186152351278712e-05
TXNDC2,1.718486135255906e-05
SEPSECS,1.718393014065872e-05
MFSD4B,1.7182345813069216e-05
RAC3,1.7167675162146887e-05
PARL,1.7163949520962228e-05
LAMC1,1.716360558827525e-05
TEX10,1.7161657138575706e-05
UBLCP1,1.7156839383830627e-05
PLS3,1.715680643959546e-05
CTRL,1.715282926711976e-05
MYH10,1.715068946235509e-05
CLDN5,1.7146541981670797e-05
TNFRSF1B,1.7140975155017877e-05
ETV6,1.714006184271803e-05
CHMP7,1.7136990246328113e-05
DUOX1,1.7131250538777295e-05
GSTT2B,1.7130189537596007e-05
UPB1,1.7121598464980214e-05
SLC7A7,1.7119559951578e-05
PHYH,1.7115760016481117e-05
SRSF9,1.7105643379741708e-05
FANCA,1.7101459827518237e-05
BANF1,1.7089583376054253e-05
AK6,1.7088494216886484e-05
ERH,1.708704010876704e-05
RRAGC,1.7076479026933666e-05
NARS2,1.7072773711518077e-05
CRBN,1.7072349891207647e-05
APEH,1.707011868560359e-05
MAPKAPK2,1.7066714288325054e-05
SLC25A12,1.706487710519401e-05
NUDT2,1.7063855996591415e-05
NUDT21,1.706330143651493e-05
REST,1.705686515685626e-05
TFPI,1.705595264635193e-05
ETNPPL,1.7052720966662804e-05
LAS1L,1.7032280568876182e-05
GTF2F2,1.7016632703751405e-05
IFIT1,1.7013876599232775e-05
IL2RB,1.7008510317502347e-05
CEBPZ,1.7006596286121353e-05
THRSP,1.700342153453967e-05
PLA2G4A,1.699446751422338e-05
MRPS27,1.6992881848251536e-05
SLC16A8,1.699262210560883e-05
RRAGA,1.6991436609124692e-05
MICOS10,1.6989477430006516e-05
RHOG,1.698374442204042e-05
VCAN,1.69747126134959e-05
KDM4B,1.6971528102089708e-05
TRA2B,1.6970701532932987e-05
SLCO1A2,1.696814342003986e-05
SLC17A7,1.6967463709939345e-05
PELO,1.6966152315456414e-05
NANP,1.695662890467167e-05
ATP6V1D,1.695247250794385e-05
KCNAB2,1.6951074180839715e-05
CYP2C8,1.6947934896638216e-05
ANGPT2,1.694378083832512e-05
SDF2L1,1.6939067875658332e-05
UVRAG,1.693739008401907e-05
NIPSNAP2,1.693444381243233e-05
NACAD,1.6930183550082782e-05
SPCS1,1.6924153585683626e-05
UBE2A,1.6923467665441312e-05
HSD17B14,1.6921211463246967e-05
IDO2,1.690591445645638e-05
TMEM59L,1.690563005617546e-05
LCP1,1.6904044164112857e-05
ANAPC11,1.6902989090130462e-05
RAD18,1.690243443429048e-05
IL2RG,1.689696427243537e-05
MED4,1.6894891590277866e-05
RAD51C,1.6887793970635565e-05
GGT1,1.6886100437009072e-05
MAP2K4,1.6882208176115783e-05
RPA3,1.6877059156615866e-05
UGGT2,1.687292545939309e-05
GADD45GIP1,1.6872371291643857e-05
THBS2,1.686583908094376e-05
VAMP8,1.6863686276233335e-05
MRPL55,1.6860509258619982e-05
AGK,1.68582637668018e-05
ADIPOR1,1.685015125437175e-05
MNDA,1.6849325798717015e-05
LGALS1,1.6847757107073527e-05
STAMBP,1.6840037394619276e-05
SCAP,1.6839093860334224e-05
MXD1,1.6824491917990327e-05
GATC,1.6811379415981518e-05
ACTG2,1.6805287122797644e-05
SUMO3,1.6799612911615212e-05
KL,1.6798201194691052e-05
USP5,1.6793405436176124e-05
H2AC1,1.6792971591185264e-05
TMEM147,1.6786494373511287e-05
FBXL5,1.6784978115210175e-05
CNBP,1.678354992266005e-05
ARL13B,1.677494787302038e-05
PRODH2,1.677447953467553e-05
CCND3,1.6771353340049374e-05
THRAP3,1.6761640509771585e-05
SLC22A1,1.67581503191976e-05
CRH,1.675546121468494e-05
SIN3B,1.675272974948135e-05
RALA,1.6751647380241722e-05
COX7B,1.6740101661555926e-05
AANAT,1.6732971306429864e-05
PAPSS2,1.673244719609655e-05
FBXO6,1.6726360688350452e-05
CASR,1.672450402202188e-05
AQP9,1.6721521682463763e-05
OPA1,1.6717897043049975e-05
AKR1B15,1.671186353438683e-05
IDUA,1.6685386611734336e-05
USP13,1.668229798416555e-05
SMUG1,1.668049352591983e-05
DCTN2,1.6664835519901707e-05
CCRL2,1.6657879641733074e-05
XPA,1.665337107344219e-05
AKR7A2,1.6649693904422257e-05
POLR1E,1.663250251245551e-05
PPP1R3G,1.6629896827397037e-05
RBM10,1.6626866879892207e-05
DNAJB12,1.661968509828082e-05
MAPK7,1.6616401977769737e-05
SIAH1,1.6614556854151004e-05
HARS2,1.6614350561330077e-05
SPTA1,1.6609346696971916e-05
NAPRT,1.660841037434589e-05
CASP6,1.6600681936512115e-05
PLD3,1.6595231525642916e-05
SART1,1.6594082360022896e-05
GRM5,1.659024934266634e-05
MRPS28,1.658738159623908e-05
WDR82,1.658688858120759e-05
KATNA1,1.6584296111320277e-05
MED16,1.6581575147629998e-05
CFH,1.657335880517509e-05
GPC3,1.656910658613849e-05
PUM3,1.6566197827709492e-05
DYNLL2,1.6557869291040888e-05
CTSL,1.65478305883414e-05
NCF2,1.6541836742401417e-05
USP22,1.6537870267650686e-05
GSTM5,1.6535739593248783e-05
SGTA,1.6533787160985664e-05
CASK,1.65264075189599e-05
ELP3,1.652099904799073e-05
DNAJB8,1.6520167392347167e-05
DGKB,1.6516824421216793e-05
MRPL45,1.6516510574092973e-05
FERMT2,1.6508293529633652e-05
COG4,1.6488573217985707e-05
IL3RA,1.6487979862055593e-05
MED22,1.6482961394977296e-05
CSNK2B,1.6482452330675254e-05
GAK,1.6480354605343825e-05
TBCD,1.6478658792123075e-05
AGTR2,1.6474653498800204e-05
MED20,1.6471894907232874e-05
NSUN4,1.6470043933700465e-05
CBX1,1.646625635390782e-05
PF4,1.6465508443575083e-05
SH3GL2,1.6464540430465245e-05
ZNF593,1.6462960457306524e-05
MIOX,1.64620137520649e-05
CREB3L3,1.6461355163805603e-05
MRPL35,1.6459036072242544e-05
CXCL13,1.64512721680053e-05
NPC1,1.644880903201398e-05
FXR2,1.6448417839445446e-05
NR2F1,1.644433997620805e-05
LILRB2,1.6442602654696e-05
CCDC124,1.6438418216399473e-05
LIG4,1.643832064076528e-05
MYL12A,1.6435611099542962e-05
ITGA9,1.6426752298943418e-05
COMTD1,1.6419080238981664e-05
SCRIB,1.640964756385142e-05
NOG,1.6400146183155823e-05
NFYA,1.63873615887003e-05
CTR9,1.637868615563555e-05
NTF3,1.6378352037935195e-05
NXF1,1.6377420948157105e-05
FUT4,1.63755316707428e-05
TMED7,1.6366873750025168e-05
RRP1,1.6362327558134815e-05
UBE2V1,1.63597280510669e-05
NSD2,1.6350553903439426e-05
MMP8,1.634699797303787e-05
VAV2,1.6341055118293764e-05
INSIG2,1.634104125591639e-05
MXD4,1.6334593174422697e-05
FANCI,1.6331534539602245e-05
SLC25A19,1.6328754197023292e-05
CD209,1.6323954025753375e-05
KPNA4,1.6323008161672143e-05
SOAT1,1.632205362773114e-05
H3C10,1.6314246426222767e-05
SRSF7,1.6309752264402073e-05
ERO1B,1.6298456675103595e-05
GID8,1.6295814362250458e-05
BHLHE40,1.629319452170511e-05
MICU1,1.6290415758362425e-05
CGAS,1.6289890025729165e-05
POLDIP3,1.6286654943392356e-05
PDE6B,1.6285129368899945e-05
UTP11,1.6283861312747297e-05
PDE4D,1.6278510667725465e-05
CNOT3,1.627849064108827e-05
LAMTOR5,1.6278013701175152e-05
DIP2B,1.6272390226461532e-05
GTF2H1,1.626247742552306e-05
CCDC47,1.6261747132371994e-05
HAX1,1.6254416516807543e-05
ATP7B,1.6253488269643608e-05
MRM1,1.6246827094207603e-05
H1-2,1.624564813570844e-05
CENPE,1.6240717879305412e-05
SKIC3,1.622850426889879e-05
RPS6KA3,1.6222986765645643e-05
CLYBL,1.6212937570981325e-05
PPOX,1.6212875447851324e-05
PCGF2,1.6205206489973996e-05
FKBP6,1.6203618480194675e-05
PDGFA,1.6200649074635406e-05
PDIA5,1.619041852649277e-05
RIOK1,1.6188168469431166e-05
PMS2,1.6187995202536404e-05
LETM1,1.6185666798549822e-05
COPB2,1.618451336398167e-05
HMMR,1.6180831732171272e-05
